drama,length,begin,end,Speaker/figure_surface,Speaker/figure_id,Token/surface,Token/pos,Token/lemma
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,Ihre,PPOSAT,ihr
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,Gemahlin,NN,gemahlin
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,und,KON,und
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,Tochter,NN,tochter
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,bezeiget,VVFIN,bezeigen
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,:,$.,--
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,es,PPER,es
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,sind,VAFIN,sein
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,Damen,NN,dame
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,Wird,VAFIN,werden
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,darum,PROAV,darum
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,auch,ADV,auch
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,Ihr,PPOSAT,ihr
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,unvermuteter,ADJA,unvermutet
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,Anblick,NN,anblick
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,ihm,PPER,ihm
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,gelegen,VVPP,liegen
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,sein,VAINF,sein
rksp.0,25365,102680,102978,"Marinelli, Kammerherr des Prinzen.",4,?,$.,--
rksp.0,25365,102983,103037,"Odoardo,",1,Sie,PPER,sie
rksp.0,25365,102983,103037,"Odoardo,",1,haben,VAFIN,haben
rksp.0,25365,102983,103037,"Odoardo,",1,Recht,NN,recht
rksp.0,25365,102983,103037,"Odoardo,",1,",","$,",--
rksp.0,25365,102983,103037,"Odoardo,",1,mein,PPOSAT,mein
rksp.0,25365,102983,103037,"Odoardo,",1,Herr,NN,herr
rksp.0,25365,102983,103037,"Odoardo,",1,;,$.,--
rksp.0,25365,102983,103037,"Odoardo,",1,Sie,PPER,sie
rksp.0,25365,102983,103037,"Odoardo,",1,haben,VAFIN,haben
rksp.0,25365,102983,103037,"Odoardo,",1,Recht,NN,recht
rksp.0,25365,102983,103037,"Odoardo,",1,.,$.,--
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,Aber,KON,aber
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,gnädige,ADJA,gnädig
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,Gräfin,NN,gräfin
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,kann,VMFIN,können
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,ich,PPER,ich
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,vorher,ADV,vorher
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,die,ART,der
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,Ehre,NN,ehre
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,haben,VAFIN,haben
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,nach,APPR,nach
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,Ihrem,PPOSAT,ihr
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,Wagen,NN,wagen
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,zu,PTKZU,zu
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,begleiten,VVINF,begleiten
rksp.0,25365,103042,103144,"Marinelli, Kammerherr des Prinzen.",4,?,$.,--
rksp.0,25365,103149,103181,ORSINA,11,Nicht,PTKNEG,nicht
rksp.0,25365,103149,103181,ORSINA,11,doch,ADV,doch
rksp.0,25365,103149,103181,ORSINA,11,",","$,",--
rksp.0,25365,103149,103181,ORSINA,11,nicht,PTKNEG,nicht
rksp.0,25365,103149,103181,ORSINA,11,doch,ADV,doch
rksp.0,25365,103149,103181,ORSINA,11,.,$.,--
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,Erlauben,ADV,erlauben
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,daß,KOUS,daß
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,ich,PPER,ich
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,meine,PPOSAT,mein
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,Schuldigkeit,NN,schuldigkeit
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,beobachte,VVFIN,beobachten
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,103186,103295,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,103300,103586,ORSINA,11,Nur,ADV,nur
rksp.0,25365,103300,103586,ORSINA,11,gemach,ADJD,gemach
rksp.0,25365,103300,103586,ORSINA,11,"!",$.,--
rksp.0,25365,103300,103586,ORSINA,11,–,XY,–
rksp.0,25365,103300,103586,ORSINA,11,Ich,PPER,ich
rksp.0,25365,103300,103586,ORSINA,11,erlasse,VVFIN,erlassen
rksp.0,25365,103300,103586,ORSINA,11,Sie,PPER,sie
rksp.0,25365,103300,103586,ORSINA,11,deren,PDAT,der
rksp.0,25365,103300,103586,ORSINA,11,",","$,",--
rksp.0,25365,103300,103586,ORSINA,11,mein,PPOSAT,mein
rksp.0,25365,103300,103586,ORSINA,11,Herr,NN,herr
rksp.0,25365,103300,103586,ORSINA,11,.,$.,--
rksp.0,25365,103300,103586,ORSINA,11,–,XY,–
rksp.0,25365,103300,103586,ORSINA,11,Daß,KOUS,daß
rksp.0,25365,103300,103586,ORSINA,11,doch,ADV,doch
rksp.0,25365,103300,103586,ORSINA,11,immer,ADV,immer
rksp.0,25365,103300,103586,ORSINA,11,Ihres,ADJA,ihr
rksp.0,25365,103300,103586,ORSINA,11,gleichen,ADJA,gleich
rksp.0,25365,103300,103586,ORSINA,11,Höflichkeit,NN,höflichkeit
rksp.0,25365,103300,103586,ORSINA,11,zur,APPRART,zu
rksp.0,25365,103300,103586,ORSINA,11,Schuldigkeit,NN,schuldigkeit
rksp.0,25365,103300,103586,ORSINA,11,machen,VVINF,machen
rksp.0,25365,103300,103586,ORSINA,11,;,$.,--
rksp.0,25365,103300,103586,ORSINA,11,um,APPR,um
rksp.0,25365,103300,103586,ORSINA,11,was,PWS,was
rksp.0,25365,103300,103586,ORSINA,11,eigentlich,ADV,eigentlich
rksp.0,25365,103300,103586,ORSINA,11,ihre,PPOSAT,ihr
rksp.0,25365,103300,103586,ORSINA,11,Schuldigkeit,NN,schuldigkeit
rksp.0,25365,103300,103586,ORSINA,11,wäre,VAFIN,sein
rksp.0,25365,103300,103586,ORSINA,11,",","$,",--
rksp.0,25365,103300,103586,ORSINA,11,als,KOUS,als
rksp.0,25365,103300,103586,ORSINA,11,die,ART,der
rksp.0,25365,103300,103586,ORSINA,11,Nebensache,NN,nebensache
rksp.0,25365,103300,103586,ORSINA,11,betreiben,VVINF,betreiben
rksp.0,25365,103300,103586,ORSINA,11,zu,PTKZU,zu
rksp.0,25365,103300,103586,ORSINA,11,dürfen,VMINF,dürfen
rksp.0,25365,103300,103586,ORSINA,11,"!",$.,--
rksp.0,25365,103300,103586,ORSINA,11,–,XY,–
rksp.0,25365,103300,103586,ORSINA,11,Diesen,PDAT,dieser
rksp.0,25365,103300,103586,ORSINA,11,würdigen,VVINF,würdig
rksp.0,25365,103300,103586,ORSINA,11,Mann,NN,mann
rksp.0,25365,103300,103586,ORSINA,11,je,ADV,je
rksp.0,25365,103300,103586,ORSINA,11,eher,ADV,eher
rksp.0,25365,103300,103586,ORSINA,11,je,ADV,je
rksp.0,25365,103300,103586,ORSINA,11,lieber,ADV,lieber
rksp.0,25365,103300,103586,ORSINA,11,zu,PTKZU,zu
rksp.0,25365,103300,103586,ORSINA,11,melden,VVINF,melden
rksp.0,25365,103300,103586,ORSINA,11,",","$,",--
rksp.0,25365,103300,103586,ORSINA,11,das,PDS,der
rksp.0,25365,103300,103586,ORSINA,11,ist,VAFIN,sein
rksp.0,25365,103300,103586,ORSINA,11,Ihre,PPOSAT,ihr
rksp.0,25365,103300,103586,ORSINA,11,Schuldigkeit,NN,schuldigkeit
rksp.0,25365,103300,103586,ORSINA,11,.,$.,--
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,Vergessen,VVPP,vergessen
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,was,PWS,was
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,Ihnen,PPER,ihnen
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,der,ART,der
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,Prinz,NN,prinz
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,selbst,ADV,selbst
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,befohlen,VVPP,befehlen
rksp.0,25365,103591,103654,"Marinelli, Kammerherr des Prinzen.",4,?,$.,--
rksp.0,25365,103659,103726,ORSINA,11,Er,PPER,er
rksp.0,25365,103659,103726,ORSINA,11,komme,VVFIN,kommen
rksp.0,25365,103659,103726,ORSINA,11,",","$,",--
rksp.0,25365,103659,103726,ORSINA,11,und,KON,und
rksp.0,25365,103659,103726,ORSINA,11,befehle,VVFIN,befehlen
rksp.0,25365,103659,103726,ORSINA,11,es,PPER,es
rksp.0,25365,103659,103726,ORSINA,11,mir,PPER,sich
rksp.0,25365,103659,103726,ORSINA,11,noch,ADV,noch
rksp.0,25365,103659,103726,ORSINA,11,einmal,ADV,einmal
rksp.0,25365,103659,103726,ORSINA,11,.,$.,--
rksp.0,25365,103659,103726,ORSINA,11,Ich,PPER,ich
rksp.0,25365,103659,103726,ORSINA,11,erwarte,VVFIN,erwarten
rksp.0,25365,103659,103726,ORSINA,11,ihn,PPER,ihn
rksp.0,25365,103659,103726,ORSINA,11,.,$.,--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Mein,PPOSAT,mein
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Herr,NN,herr
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,ich,PPER,ich
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,muß,VMFIN,müssen
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,hier,ADV,hier
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,mit,APPR,mit
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,einer,ART,ein
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Dame,NN,--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,lassen,VVINF,lassen
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,die,ART,der
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,–,NN,–
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,der,ART,der
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,–,NN,–
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,mit,APPR,mit
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,deren,PDAT,der
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Verstande,NN,verstande
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,–,VVIMP,–
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,verstehen,VVFIN,verstehen
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,mich,PPER,mich
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Ich,PPER,ich
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,sage,VVFIN,sagen
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Ihnen,PPER,ihnen
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,dieses,PDAT,dieser
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,damit,KOUS,damit
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,wissen,VVFIN,wissen
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,was,PWS,was
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,auf,APPR,auf
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,ihre,PPOSAT,ihr
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Reden,NN,rede
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,zu,PTKZU,zu
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,geben,VVINF,geben
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,haben,VAFIN,haben
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,–,XY,–
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,deren,PRELAT,der
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,sie,PPER,sie
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,oft,ADV,oft
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,sehr,ADV,sehr
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,seltsame,ADJA,seltsam
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,führet,ADJD,führet
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Am,PTKA,an
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,besten,ADJD,gut
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,",","$,",--
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Sie,PPER,sie
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,lassen,VVFIN,lassen
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,sich,PRF,sich
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,mit,APPR,mit
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,ihr,PPOSAT,ihr
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,nicht,PTKNEG,nicht
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,ins,APPRART,in
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,Wort,NN,wort
rksp.0,25365,103731,104066,"Marinelli, Kammerherr des Prinzen.",4,.,$.,--
rksp.0,25365,104071,104120,"Odoardo,",1,Recht,NN,recht
rksp.0,25365,104071,104120,"Odoardo,",1,wohl,ADV,wohl
rksp.0,25365,104071,104120,"Odoardo,",1,.,$.,--
rksp.0,25365,104071,104120,"Odoardo,",1,–,XY,–
rksp.0,25365,104071,104120,"Odoardo,",1,Eilen,VVIMP,eilen
rksp.0,25365,104071,104120,"Odoardo,",1,Sie,PPER,sie
rksp.0,25365,104071,104120,"Odoardo,",1,nur,ADV,nur
rksp.0,25365,104071,104120,"Odoardo,",1,",","$,",--
rksp.0,25365,104071,104120,"Odoardo,",1,mein,PPOSAT,mein
rksp.0,25365,104071,104120,"Odoardo,",1,Herr,NN,herr
rksp.0,25365,104071,104120,"Odoardo,",1,.,$.,--
rksp.0,25365,104212,104407,ORSINA,11,Was,PWS,was
rksp.0,25365,104212,104407,ORSINA,11,er,PPER,er
rksp.0,25365,104212,104407,ORSINA,11,Ihnen,PPER,ihnen
rksp.0,25365,104212,104407,ORSINA,11,auch,ADV,auch
rksp.0,25365,104212,104407,ORSINA,11,da,ADV,da
rksp.0,25365,104212,104407,ORSINA,11,gesagt,VVPP,sagen
rksp.0,25365,104212,104407,ORSINA,11,hat,VAFIN,haben
rksp.0,25365,104212,104407,ORSINA,11,",","$,",--
rksp.0,25365,104212,104407,ORSINA,11,unglücklicher,ADJA,unglücklich
rksp.0,25365,104212,104407,ORSINA,11,Mann,NN,mann
rksp.0,25365,104212,104407,ORSINA,11,"!",$.,--
rksp.0,25365,104212,104407,ORSINA,11,–,XY,–
rksp.0,25365,104412,104468,"Odoardo,",1,Unglücklicher,ADJA,unglücklicher
rksp.0,25365,104412,104468,"Odoardo,",1,?,$.,--
rksp.0,25365,104473,104566,ORSINA,11,Eine,ART,ein
rksp.0,25365,104473,104566,ORSINA,11,Wahrheit,NN,wahrheit
rksp.0,25365,104473,104566,ORSINA,11,war,VAFIN,sein
rksp.0,25365,104473,104566,ORSINA,11,es,PPER,es
rksp.0,25365,104473,104566,ORSINA,11,gewiß,ADV,gewiß
rksp.0,25365,104473,104566,ORSINA,11,nicht,PTKNEG,nicht
rksp.0,25365,104473,104566,ORSINA,11,;,$.,--
rksp.0,25365,104473,104566,ORSINA,11,–,XY,–
rksp.0,25365,104473,104566,ORSINA,11,am,APPRART,an
rksp.0,25365,104473,104566,ORSINA,11,wenigsten,ADJD,wenig
rksp.0,25365,104473,104566,ORSINA,11,eine,ART,ein
rksp.0,25365,104473,104566,ORSINA,11,von,APPR,von
rksp.0,25365,104473,104566,ORSINA,11,denen,PDS,der
rksp.0,25365,104473,104566,ORSINA,11,",","$,",--
rksp.0,25365,104473,104566,ORSINA,11,die,PRELS,der
rksp.0,25365,104473,104566,ORSINA,11,auf,APPR,auf
rksp.0,25365,104473,104566,ORSINA,11,Sie,PPER,sie
rksp.0,25365,104473,104566,ORSINA,11,warten,VVFIN,warten
rksp.0,25365,104473,104566,ORSINA,11,.,$.,--
rksp.0,25365,104571,104675,"Odoardo,",1,Auf,APPR,auf
rksp.0,25365,104571,104675,"Odoardo,",1,mich,PPER,mich
rksp.0,25365,104571,104675,"Odoardo,",1,warten,VVINF,warten
rksp.0,25365,104571,104675,"Odoardo,",1,?,$.,--
rksp.0,25365,104571,104675,"Odoardo,",1,–,XY,–
rksp.0,25365,104571,104675,"Odoardo,",1,Weiß,VVFIN,weiße
rksp.0,25365,104571,104675,"Odoardo,",1,ich,PPER,ich
rksp.0,25365,104571,104675,"Odoardo,",1,nicht,PTKNEG,nicht
rksp.0,25365,104571,104675,"Odoardo,",1,schon,ADV,schon
rksp.0,25365,104571,104675,"Odoardo,",1,genug,ADV,genug
rksp.0,25365,104571,104675,"Odoardo,",1,?,$.,--
rksp.0,25365,104571,104675,"Odoardo,",1,–,XY,–
rksp.0,25365,104571,104675,"Odoardo,",1,Madame,NN,--
rksp.0,25365,104571,104675,"Odoardo,",1,"!",$.,--
rksp.0,25365,104571,104675,"Odoardo,",1,–,XY,–
rksp.0,25365,104571,104675,"Odoardo,",1,Aber,KON,aber
rksp.0,25365,104571,104675,"Odoardo,",1,",","$,",--
rksp.0,25365,104571,104675,"Odoardo,",1,reden,VVFIN,reden
rksp.0,25365,104571,104675,"Odoardo,",1,Sie,PPER,sie
rksp.0,25365,104571,104675,"Odoardo,",1,nur,ADV,nur
rksp.0,25365,104571,104675,"Odoardo,",1,",","$,",--
rksp.0,25365,104571,104675,"Odoardo,",1,reden,VVFIN,reden
rksp.0,25365,104571,104675,"Odoardo,",1,Sie,PPER,sie
rksp.0,25365,104571,104675,"Odoardo,",1,nur,ADV,nur
rksp.0,25365,104571,104675,"Odoardo,",1,.,$.,--
rksp.0,25365,104680,104707,ORSINA,11,Sie,PPER,sie
rksp.0,25365,104680,104707,ORSINA,11,wissen,VVFIN,wissen
rksp.0,25365,104680,104707,ORSINA,11,nichts,PIS,nichts
rksp.0,25365,104680,104707,ORSINA,11,.,$.,--
rksp.0,25365,104712,104729,"Odoardo,",1,Nichts,PIAT,nichts
rksp.0,25365,104712,104729,"Odoardo,",1,?,$.,--
rksp.0,25365,104734,104941,ORSINA,11,Guter,ADJA,gute
rksp.0,25365,104734,104941,ORSINA,11,",","$,",--
rksp.0,25365,104734,104941,ORSINA,11,lieber,ADV,lieber
rksp.0,25365,104734,104941,ORSINA,11,Vater,NN,vater
rksp.0,25365,104734,104941,ORSINA,11,"!",$.,--
rksp.0,25365,104734,104941,ORSINA,11,–,XY,–
rksp.0,25365,104734,104941,ORSINA,11,Was,PWS,was
rksp.0,25365,104734,104941,ORSINA,11,gäbe,VVFIN,geben
rksp.0,25365,104734,104941,ORSINA,11,ich,PPER,ich
rksp.0,25365,104734,104941,ORSINA,11,darum,PROAV,darum
rksp.0,25365,104734,104941,ORSINA,11,",","$,",--
rksp.0,25365,104734,104941,ORSINA,11,wann,PWAV,wann
rksp.0,25365,104734,104941,ORSINA,11,Sie,PPER,sie
rksp.0,25365,104734,104941,ORSINA,11,auch,ADV,auch
rksp.0,25365,104734,104941,ORSINA,11,mein,PPOSAT,mein
rksp.0,25365,104734,104941,ORSINA,11,Vater,NN,vater
rksp.0,25365,104734,104941,ORSINA,11,wären,VAFIN,sein
rksp.0,25365,104734,104941,ORSINA,11,"!",$.,--
rksp.0,25365,104734,104941,ORSINA,11,–,XY,–
rksp.0,25365,104734,104941,ORSINA,11,Verzeihen,VVIMP,verzeihen
rksp.0,25365,104734,104941,ORSINA,11,Sie,PPER,sie
rksp.0,25365,104734,104941,ORSINA,11,"!",$.,--
rksp.0,25365,104734,104941,ORSINA,11,die,ART,der
rksp.0,25365,104734,104941,ORSINA,11,Unglücklichen,NN,unglückliche
rksp.0,25365,104734,104941,ORSINA,11,ketten,VVFIN,ketten
rksp.0,25365,104734,104941,ORSINA,11,sich,PRF,sich
rksp.0,25365,104734,104941,ORSINA,11,so,ADV,so
rksp.0,25365,104734,104941,ORSINA,11,gern,ADV,gern
rksp.0,25365,104734,104941,ORSINA,11,an,APPR,an
rksp.0,25365,104734,104941,ORSINA,11,einander,ADV,einander
rksp.0,25365,104734,104941,ORSINA,11,.,$.,--
rksp.0,25365,104734,104941,ORSINA,11,–,XY,–
rksp.0,25365,104734,104941,ORSINA,11,Ich,PPER,ich
rksp.0,25365,104734,104941,ORSINA,11,wollte,VMFIN,wollen
rksp.0,25365,104734,104941,ORSINA,11,treulich,ADJD,treulich
rksp.0,25365,104734,104941,ORSINA,11,Schmerz,NN,schmerz
rksp.0,25365,104734,104941,ORSINA,11,und,KON,und
rksp.0,25365,104734,104941,ORSINA,11,Wut,NN,wut
rksp.0,25365,104734,104941,ORSINA,11,mit,APPR,mit
rksp.0,25365,104734,104941,ORSINA,11,Ihnen,PPER,ihnen
rksp.0,25365,104734,104941,ORSINA,11,teilen,VVINF,teilen
rksp.0,25365,104734,104941,ORSINA,11,.,$.,--
rksp.0,25365,104946,105017,"Odoardo,",1,Schmerz,NN,schmerz
rksp.0,25365,104946,105017,"Odoardo,",1,und,KON,und
rksp.0,25365,104946,105017,"Odoardo,",1,Wut,NN,wut
rksp.0,25365,104946,105017,"Odoardo,",1,?,$.,--
rksp.0,25365,104946,105017,"Odoardo,",1,Madame,NN,--
rksp.0,25365,104946,105017,"Odoardo,",1,"!",$.,--
rksp.0,25365,104946,105017,"Odoardo,",1,–,XY,–
rksp.0,25365,104946,105017,"Odoardo,",1,Aber,KON,aber
rksp.0,25365,104946,105017,"Odoardo,",1,ich,PPER,ich
rksp.0,25365,104946,105017,"Odoardo,",1,vergesse,VVFIN,vergessen
rksp.0,25365,104946,105017,"Odoardo,",1,–,ART,–
rksp.0,25365,104946,105017,"Odoardo,",1,Reden,NN,reden
rksp.0,25365,104946,105017,"Odoardo,",1,Sie,PPER,sie
rksp.0,25365,104946,105017,"Odoardo,",1,nur,ADV,nur
rksp.0,25365,104946,105017,"Odoardo,",1,.,$.,--
rksp.0,25365,105022,105162,ORSINA,11,Wenn,KOUS,wenn
rksp.0,25365,105022,105162,ORSINA,11,es,PPER,es
rksp.0,25365,105022,105162,ORSINA,11,gar,ADV,gar
rksp.0,25365,105022,105162,ORSINA,11,Ihre,PPOSAT,ihr
rksp.0,25365,105022,105162,ORSINA,11,einzige,ADJA,einzig
rksp.0,25365,105022,105162,ORSINA,11,Tochter,NN,tochter
rksp.0,25365,105022,105162,ORSINA,11,–,XY,–
rksp.0,25365,105022,105162,ORSINA,11,Ihr,PPOSAT,ihr
rksp.0,25365,105022,105162,ORSINA,11,einziges,ADJA,einzig
rksp.0,25365,105022,105162,ORSINA,11,Kind,NN,kind
rksp.0,25365,105022,105162,ORSINA,11,wäre,VAFIN,sein
rksp.0,25365,105022,105162,ORSINA,11,"!",$.,--
rksp.0,25365,105022,105162,ORSINA,11,–,XY,–
rksp.0,25365,105022,105162,ORSINA,11,Zwar,ADV,zwar
rksp.0,25365,105022,105162,ORSINA,11,einzig,ADJD,einzig
rksp.0,25365,105022,105162,ORSINA,11,",","$,",--
